STATE,MONTHS,Weeks,TOTAL_CONFIRMED,TOTAL_RECOVERED,TOTAL_TESTED,TOTAL_DECEASED
Dadra and Nagar Haveli,November,Week_1,3269,3208,72410,2
Dadra and Nagar Haveli,November,Week_2,3280,3230,72410,2
Dadra and Nagar Haveli,November,Week_3,3312,3239,72410,2
Dadra and Nagar Haveli,November,Week_4,3325,3268,72410,2
Dadra and Nagar Haveli,November,Week_5,3327,3277,72410,2
Dadra and Nagar Haveli,December,Week_1,3340,3291,72410,2
Dadra and Nagar Haveli,December,Week_2,3349,3300,72410,2
Dadra and Nagar Haveli,December,Week_3,3353,3315,72410,2
Dadra and Nagar Haveli,December,Week_4,3361,3318,72410,2
Dadra and Nagar Haveli,December,Week_5,3364,3320,72410,2
Dadra and Nagar Haveli,January,Week_1,3365,3327,72410,2
Dadra and Nagar Haveli,January,Week_2,3371,3331,72410,2
Dadra and Nagar Haveli,January,Week_3,3376,3335,72410,2
Dadra and Nagar Haveli,January,Week_4,3379,3340,72410,2
Dadra and Nagar Haveli,January,Week_5,3380,3342,72410,2
Dadra and Nagar Haveli,February,Week_1,3380,3345,72410,2
Dadra and Nagar Haveli,February,Week_2,3382,3346,72410,2
Dadra and Nagar Haveli,February,Week_3,3384,3351,72410,2
Dadra and Nagar Haveli,February,Week_4,3388,3353,72410,2
Dadra and Nagar Haveli,March,Week_1,3401,3357,72410,2
Dadra and Nagar Haveli,March,Week_2,3420,3358,72410,2
Dadra and Nagar Haveli,March,Week_3,3463,3379,72410,2
Dadra and Nagar Haveli,March,Week_4,3581,3410,72410,2
Dadra and Nagar Haveli,March,Week_5,3628,3433,72410,2
Dadra and Nagar Haveli,April,Week_1,3773,3554,72410,2
Gujrat,October,Week_5,826577,816283,30928063,10089
Gujrat,October,Week_4,826504,816232,30792214,10088
Gujrat,October,Week_3,826353,816110,30457804,10087
Gujrat,October,Week_2,826244,815943,30128812,10086
Gujrat,October,Week_1,826080,815816,29736931,10085
Gujrat,September,Week_5,825936,815696,29333272,10082
Gujrat,September,Week_4,825896,815666,29208426,10082
Gujrat,September,Week_2,825640,815405,28341450,10082
Gujrat,September,Week_3,825751,815536,28768897,10082
Gujrat,September,Week_1,825527,815296,27911383,10082
Gujrat,August,Week_4,825386,815154,27292523,10081
Gujrat,August,Week_5,825422,815191,27436475,10081
Gujrat,August,Week_3,825287,815024,26877461,10079
Gujrat,August,Week_2,825166,814903,26455555,10078
Gujrat,August,Week_1,825020,814747,26001986,10077
Gujrat,July,Week_5,824877,814549,25554891,10076
Gujrat,July,Week_3,824574,814109,24878052,10076
Gujrat,July,Week_4,824802,814452,25350355,10076
Gujrat,July,Week_2,824346,813583,24448788,10074
Gujrat,July,Week_1,824029,811988,24087751,10072
Gujrat,June,Week_5,823523,810451,23690300,10059
Gujrat,June,Week_4,823340,809821,23574778,10054
Gujrat,June,Week_3,822485,806812,23192009,10034
Gujrat,June,Week_2,820726,801181,22794305,10003
Gujrat,June,Week_1,817012,790906,22309332,9944
Gujrat,May,Week_5,809169,766991,21759214,9833
Gujrat,May,Week_4,803387,750015,21478980,9761
Gujrat,May,Week_3,780471,686581,20763702,9469
Gujrat,May,Week_2,735348,609031,19978336,8944
Gujrat,May,Week_1,658036,503497,19023924,8154
Gujrat,April,Week_5,567777,418548,18039956,7183
Gujrat,April,Week_4,538845,398824,17709605,6830
Gujrat,April,Week_3,440731,350865,16480875,5740
Gujrat,April,Week_2,367616,323371,15307435,4995
Gujrat,April,Week_1,328453,305149,14298292,4620
Gujrat,March,Week_5,307698,290569,13497177,4519
Gujrat,March,Week_4,300866,284846,13263977,4492
Gujrat,March,Week_3,287009,275238,12722014,4450
Gujrat,March,Week_2,278207,269361,12321047,4424
Gujrat,March,Week_1,273386,265831,12016996,4415
Gujrat,February,Week_4,269889,263116,11739846,4410
Gujrat,February,Week_3,267104,261009,11486652,4405
Gujrat,February,Week_2,265244,259104,11273012,4401
Gujrat,February,Week_1,263444,256670,11060775,4395
Gujrat,January,Week_5,261540,253803,10813671,4387
Gujrat,January,Week_4,260566,252564,10751067,4384
Gujrat,January,Week_3,257813,248050,10518933,4372
Gujrat,January,Week_2,254314,243001,10276485,4357
Gujrat,January,Week_1,249913,237322,10003606,4332
Gujrat,December,Week_5,245038,230993,9652780,4306
Gujrat,December,Week_4,242655,228244,9490011,4288
Gujrat,December,Week_3,236259,220493,9108393,4241
Gujrat,December,Week_2,228803,211703,8725383,4182
Gujrat,December,Week_1,220168,201680,8310558,4095
Gujrat,November,Week_5,209780,190921,7825615,3989
Gujrat,November,Week_4,206714,188069,7690779,3953
Gujrat,November,Week_3,195917,178886,7171445,3846
Gujrat,November,Week_2,187240,171031,6787440,3797
Gujrat,November,Week_1,179679,163877,6416963,3756
Goa,October,Week_5,178108,174392,1468399,3364
Goa,October,Week_4,178016,174216,1460982,3363
Goa,October,Week_3,177765,173790,1439828,3357
Goa,October,Week_2,177356,173342,1411608,3335
Goa,October,Week_1,176924,172822,1382263,3323
Goa,September,Week_5,176431,172261,1353489,3314
Goa,September,Week_4,176235,172094,1343105,3308
Goa,September,Week_3,175690,171507,1308020,3297
Goa,September,Week_2,175000,171064,1275971,3219
Goa,September,Week_1,174560,170496,1245528,3210
Goa,August,Week_5,173955,169877,1208817,3201
Goa,August,Week_4,173717,169572,1193853,3193
Goa,August,Week_3,173088,168989,1160150,3184
Goa,August,Week_2,172431,168338,1123864,3168
Goa,August,Week_1,171814,167649,1089087,3159
Goa,July,Week_5,171146,166941,1056184,3147
Goa,July,Week_4,170810,166586,1043212,3142
Goa,July,Week_3,170102,165571,1014560,3118
Goa,July,Week_2,169215,164326,984237,3101
Goa,July,Week_1,168015,162983,952985,3082
Goa,June,Week_5,166689,161361,922260,3054
Goa,June,Week_4,166236,160874,913966,3046
Goa,June,Week_3,164654,158591,891098,2997
Goa,June,Week_2,162721,155378,869830,2937
Goa,June,Week_1,159811,150574,848687,2840
Goa,May,Week_5,155666,140254,822937,2649
Goa,May,Week_4,153456,135560,812415,2570
Goa,May,Week_3,143192,121562,778828,2302
Goa,May,Week_2,132585,98200,747700,1998
Goa,May,Week_1,112462,79189,698529,1557
Goa,April,Week_5,91052,66939,652816,1168
Goa,April,Week_4,85009,65070,640149,1110
Goa,April,Week_3,70814,60571,602419,943
Goa,April,Week_2,63815,57846,579357,857
Goa,April,Week_1,60229,56531,560905,840
Goa,March,Week_5,58039,55653,544652,830
Goa,March,Week_4,57584,55354,539339,826
Goa,March,Week_3,56623,54792,525665,818
Goa,March,Week_2,55917,54362,514309,806
Goa,March,Week_1,55409,53922,503674,799
Goa,February,Week_4,54986,53585,493367,795
Goa,February,Week_3,54562,53287,482622,787
Goa,February,Week_2,54235,52910,472229,779
Goa,February,Week_1,53880,52347,462011,772
Goa,January,Week_5,53409,51891,450676,768
Goa,January,Week_4,53185,51652,445778,765
Goa,January,Week_3,52712,51090,434825,757
Goa,January,Week_2,52182,50582,423328,752
Goa,January,Week_1,51626,49983,410575,744
Goa,December,Week_5,51066,49388,399206,739
Goa,December,Week_4,50772,49083,393587,734
Goa,December,Week_3,50143,48479,382852,723
Goa,December,Week_2,49474,47737,372211,707
Goa,December,Week_1,48776,46778,360920,701
Goa,November,Week_5,47963,45940,348871,688
Goa,November,Week_4,47689,45655,345201,686
Goa,November,Week_3,46748,44812,331599,675
Goa,November,Week_2,45845,43533,321050,659
Goa,November,Week_1,44916,42239,311014,641
Haryana,October,Week_2,771035,760881,12703960,10049
Haryana,October,Week_3,771125,760945,12821915,10049
Haryana,October,Week_4,771217,761035,12965312,10049
Haryana,October,Week_5,771252,761068,13032504,10049
Haryana,October,Week_1,770961,760813,12567886,9875
Haryana,September,Week_5,770872,760726,12422940,9874
Haryana,September,Week_4,770847,760696,12375098,9874
Haryana,September,Week_3,770754,760618,12224808,9808
Haryana,September,Week_2,770676,760521,12044477,9807
Haryana,September,Week_1,770584,760276,11870558,9686
Haryana,August,Week_5,770486,760175,11684900,9677
Haryana,August,Week_4,770445,760115,11627121,9673
Haryana,August,Week_3,770331,759990,11437255,9666
Haryana,August,Week_2,770186,759875,11253326,9657
Haryana,August,Week_1,770060,759727,11063436,9648
Haryana,July,Week_5,769913,759566,10874081,9635
Haryana,July,Week_4,769828,759499,10796089,9627
Haryana,July,Week_3,769640,759240,10630357,9611
Haryana,July,Week_2,769383,758958,10449698,9571
Haryana,July,Week_1,769093,758512,10253758,9515
Haryana,June,Week_5,768639,757771,10039167,9431
Haryana,June,Week_4,768474,757480,9974316,9401
Haryana,June,Week_3,767580,755968,9773565,9275
Haryana,June,Week_2,766129,753020,9562451,9032
Haryana,June,Week_1,762931,746156,9323986,8751
Haryana,May,Week_5,756635,729752,9050306,8303
Haryana,May,Week_4,752069,718959,8931389,8035
Haryana,May,Week_3,728607,666893,8585262,7317
Haryana,May,Week_2,675636,570227,8182327,6402
Haryana,May,Week_1,587682,466420,7758576,5299
Haryana,April,Week_5,487978,386200,7394450,4216
Haryana,April,Week_4,460198,367317,7295714,4021
Haryana,April,Week_3,381247,322297,6978356,3528
Haryana,April,Week_2,329942,299205,6692475,3316
Haryana,April,Week_1,304638,286182,6454835,3219
Haryana,March,Week_5,290800,277919,6256186,3155
Haryana,March,Week_4,287719,275458,6211231,3141
Haryana,March,Week_3,279828,271375,6052876,3098
Haryana,March,Week_2,275137,268968,5913873,3074
Haryana,March,Week_1,272520,267433,5796997,3056
Haryana,February,Week_4,270784,266461,5669984,3048
Haryana,February,Week_3,269730,265827,5554991,3042
Haryana,February,Week_2,269046,265155,5454514,3039
Haryana,February,Week_1,268431,264519,5325170,3029
Haryana,January,Week_5,267897,263764,5172330,3018
Haryana,January,Week_4,267601,263347,5127807,3014
Haryana,January,Week_3,266819,262140,5021965,3000
Haryana,January,Week_2,265803,260565,4890330,2972
Haryana,January,Week_1,264161,258658,4720441,2940
Haryana,December,Week_5,262325,255853,4554156,2905
Haryana,December,Week_4,261258,254336,4463557,2882
Haryana,December,Week_3,258197,249840,4239771,2832
Haryana,December,Week_2,253385,241544,4017138,2733
Haryana,December,Week_1,245288,230551,3806770,2611
Haryana,November,Week_5,234126,213336,3571541,2428
Haryana,November,Week_4,230713,208422,3413893,2375
Haryana,November,Week_3,215021,192533,3141508,2163
Haryana,November,Week_2,197917,176368,2979336,2011
Haryana,November,Week_1,180424,162814,2809277,1897
Jharkhand,October,Week_5,348764,343518,15985878,5138
Jharkhand,October,Week_4,348720,343429,15521299,5137
Jharkhand,October,Week_3,348526,343225,15521299,5135
Jharkhand,October,Week_2,348406,343141,15366399,5135
Jharkhand,October,Week_1,348314,343078,15096744,5135
Jharkhand,September,Week_5,348226,343008,14801861,5135
Jharkhand,September,Week_4,348209,342998,14711004,5135
Jharkhand,September,Week_3,348139,342941,14382541,5133
Jharkhand,September,Week_1,347989,342727,13766127,5133
Jharkhand,September,Week_2,348086,342842,14092936,5133
Jharkhand,August,Week_3,347725,342380,12768206,5132
Jharkhand,August,Week_4,347829,342555,13173140,5132
Jharkhand,August,Week_5,347867,342605,13354056,5132
Jharkhand,August,Week_2,347558,342210,12399791,5131
Jharkhand,August,Week_1,347373,342022,12033914,5130
Jharkhand,July,Week_5,347173,341793,11661115,5128
Jharkhand,July,Week_4,347049,341686,11491499,5126
Jharkhand,July,Week_3,346824,341387,11066130,5122
Jharkhand,July,Week_2,346479,341015,10684959,5120
Jharkhand,July,Week_1,346113,340463,10342620,5118
Jharkhand,June,Week_5,345610,339583,9983671,5113
Jharkhand,June,Week_4,345430,339314,9880072,5111
Jharkhand,June,Week_3,344665,338076,9435232,5100
Jharkhand,June,Week_2,343609,335462,9140410,5085
Jharkhand,June,Week_1,341576,331204,8861641,5060
Jharkhand,May,Week_5,337774,323876,8490974,4991
Jharkhand,May,Week_4,335417,318689,8335646,4946
Jharkhand,May,Week_3,327035,297776,7998874,4760
Jharkhand,May,Week_2,310024,260602,7639859,4366
Jharkhand,May,Week_1,276062,211270,7240878,3615
Jharkhand,April,Week_5,233411,173035,6921267,2660
Jharkhand,April,Week_4,221489,164278,6848140,2395
Jharkhand,April,Week_3,177356,139921,6525814,1609
Jharkhand,April,Week_2,147792,127976,6254279,1292
Jharkhand,April,Week_1,130908,121885,6019339,1151
Jharkhand,March,Week_5,124202,120264,5881206,1113
Jharkhand,March,Week_4,122936,119954,5846493,1110
Jharkhand,March,Week_3,121262,119409,5763067,1096
Jharkhand,March,Week_1,120260,118703,5605862,1093
Jharkhand,March,Week_2,120629,118987,5683302,1093
Jharkhand,February,Week_4,119950,118365,5528514,1090
Jharkhand,February,Week_3,119597,118058,5445617,1085
Jharkhand,February,Week_2,119324,117778,5352653,1083
Jharkhand,February,Week_1,119017,117508,5282669,1078
Jharkhand,January,Week_5,118692,117067,5217119,1072
Jharkhand,January,Week_4,118557,116818,5185675,1069
Jharkhand,January,Week_3,118079,115989,5097274,1058
Jharkhand,January,Week_2,117384,115009,5006232,1048
Jharkhand,January,Week_1,116229,113740,4900473,1041
Jharkhand,December,Week_5,115113,112424,4799240,1030
Jharkhand,December,Week_4,114420,111818,4753586,1020
Jharkhand,December,Week_3,113198,110512,4644830,1011
Jharkhand,December,Week_2,111722,109141,4513805,1000
Jharkhand,December,Week_1,110457,107710,4355970,988
Jharkhand,November,Week_5,109151,106171,4178915,964
Jharkhand,November,Week_4,108786,105669,4038983,963
Jharkhand,November,Week_3,107332,103957,3895808,945
Jharkhand,November,Week_2,105935,101897,3777488,922
Jharkhand,November,Week_1,104239,98776,3607753,897
Jammu & Kashmir,October,Week_4,331963,326668,16084751,4432
Jammu & Kashmir,October,Week_5,332249,326915,16202346,4432
Jammu & Kashmir,October,Week_3,331386,326143,15833125,4429
Jammu & Kashmir,October,Week_2,330834,325473,15541140,4426
Jammu & Kashmir,October,Week_1,330252,324736,15191409,4426
Jammu & Kashmir,September,Week_5,329430,323663,14854376,4422
Jammu & Kashmir,September,Week_4,329220,323378,14755511,4422
Jammu & Kashmir,September,Week_3,328214,322345,14408501,4419
Jammu & Kashmir,September,Week_2,327140,321401,14034141,4414
Jammu & Kashmir,September,Week_1,326159,320485,13682053,4410
Jammu & Kashmir,August,Week_5,325419,319681,13373127,4408
Jammu & Kashmir,August,Week_4,324979,319362,13219524,4406
Jammu & Kashmir,August,Week_3,324095,318535,12860541,4401
Jammu & Kashmir,August,Week_2,323325,317627,12526914,4395
Jammu & Kashmir,August,Week_1,322428,316632,12133916,4386
Jammu & Kashmir,July,Week_5,321462,315908,11718976,4378
Jammu & Kashmir,July,Week_4,321026,315511,11540557,4376
Jammu & Kashmir,July,Week_3,320256,314282,11190756,4372
Jammu & Kashmir,July,Week_2,319152,312556,10786504,4360
Jammu & Kashmir,July,Week_1,317761,309973,10379791,4349
Jammu & Kashmir,June,Week_5,315662,306739,9960678,4323
Jammu & Kashmir,June,Week_4,314990,305684,9858530,4310
Jammu & Kashmir,June,Week_3,312156,300135,9537386,4262
Jammu & Kashmir,June,Week_2,308011,290284,9214386,4195
Jammu & Kashmir,June,Week_1,301467,273853,8887902,4090
Jammu & Kashmir,May,Week_5,290465,251463,8567159,3907
Jammu & Kashmir,May,Week_4,284431,239254,8448327,3795
Jammu & Kashmir,May,Week_3,263905,210547,8140036,3465
Jammu & Kashmir,May,Week_2,236790,181762,7850973,3027
Jammu & Kashmir,May,Week_1,206954,160035,7557656,2612
Jammu & Kashmir,April,Week_5,176083,145441,7268521,2283
Jammu & Kashmir,April,Week_4,169077,142537,7172458,2227
Jammu & Kashmir,April,Week_3,152442,135430,6877256,2084
Jammu & Kashmir,April,Week_2,141736,130304,6611924,2042
Jammu & Kashmir,April,Week_1,134827,127774,6329888,2018
Jammu & Kashmir,March,Week_5,130960,126435,6051587,1994
Jammu & Kashmir,March,Week_4,129993,126003,5950506,1989
Jammu & Kashmir,March,Week_3,128547,125276,5747468,1981
Jammu & Kashmir,March,Week_2,127640,124746,5558779,1974
Jammu & Kashmir,March,Week_1,127044,124190,5389798,1962
Jammu & Kashmir,February,Week_4,126441,123661,5201665,1957
Jammu & Kashmir,February,Week_3,125867,123192,5018612,1954
Jammu & Kashmir,February,Week_2,125341,122768,4846627,1951
Jammu & Kashmir,February,Week_1,124909,122335,4688992,1944
Jammu & Kashmir,January,Week_5,124506,121822,4544387,1936
Jammu & Kashmir,January,Week_4,124297,121402,4481723,1932
Jammu & Kashmir,January,Week_3,123764,120729,4339419,1924
Jammu & Kashmir,January,Week_2,122964,119581,4188783,1915
Jammu & Kashmir,January,Week_1,122176,117877,4011893,1903
Jammu & Kashmir,December,Week_5,120971,116079,3822674,1883
Jammu & Kashmir,December,Week_4,120293,115261,3739623,1875
Jammu & Kashmir,December,Week_3,118495,113026,3551273,1844
Jammu & Kashmir,December,Week_2,116254,109894,3366391,1802
Jammu & Kashmir,December,Week_1,113568,106758,3194883,1755
Jammu & Kashmir,November,Week_5,110224,103565,3014877,1694
Jammu & Kashmir,November,Week_4,109383,102591,2969672,1680
Jammu & Kashmir,November,Week_3,105984,98640,2783244,1624
Jammu & Kashmir,November,Week_2,102159,94851,2628297,1580
Jammu & Kashmir,November,Week_1,98337,91225,2461279,1528
Karnataka,October,Week_5,2988333,2941578,50873103,38082
Karnataka,October,Week_4,2987313,2940673,50544638,38054
Karnataka,October,Week_3,2984849,2937848,49807867,37984
Karnataka,October,Week_2,2982399,2934870,49178421,37922
Karnataka,October,Week_1,2979773,2930264,48462462,37861
Karnataka,September,Week_5,2976000,2925397,47619019,37794
Karnataka,September,Week_4,2974528,2924102,47392952,37763
Karnataka,September,Week_3,2969361,2917944,46486898,37648
Karnataka,September,Week_2,2962967,2909656,45519587,37529
Karnataka,September,Week_1,2956988,2902089,44568501,37441
Karnataka,August,Week_5,2949445,2893715,43474538,37318
Karnataka,August,Week_4,2945993,2889809,43015998,37261
Karnataka,August,Week_3,2937427,2879433,41839866,37123
Karnataka,August,Week_2,2928033,2868351,40758748,36958
Karnataka,August,Week_1,2916927,2855862,39699877,36773
Karnataka,July,Week_5,2905124,2844742,38649498,36562
Karnataka,July,Week_4,2899195,2840147,38216908,36456
Karnataka,July,Week_3,2888341,2826411,37285851,36262
Karnataka,July,Week_2,2876587,2806933,36293105,35989
Karnataka,July,Week_1,2862338,2787111,35318762,35601
Karnataka,June,Week_5,2843810,2732242,34269727,35040
Karnataka,June,Week_4,2837206,2704755,33971945,34836
Karnataka,June,Week_3,2811320,2654139,32889270,34025
Karnataka,June,Week_2,2771969,2566774,31791001,33033
Karnataka,June,Week_1,2707481,2436716,30732003,31920
Karnataka,May,Week_5,2604431,2261590,29736960,29090
Karnataka,May,Week_4,2546821,2146621,29339728,27806
Karnataka,May,Week_3,2367742,1829276,28453442,24207
Karnataka,May,Week_2,2130267,1510557,27648133,21085
Karnataka,May,Week_1,1838885,1284420,26714702,17804
Karnataka,April,Week_5,1523142,1124909,25596991,15523
Karnataka,April,Week_4,1439822,1095883,25231382,15036
Karnataka,April,Week_3,1222202,1032233,24016635,13762
Karnataka,April,Week_2,1094912,996367,23041564,13046
Karnataka,April,Week_1,1033560,971556,22214842,12731
Karnataka,March,Week_5,997004,956170,21411226,12567
Karnataka,March,Week_4,987012,951452,21108544,12504
Karnataka,March,Week_3,970202,944256,20389209,12434
Karnataka,March,Week_2,960272,939499,19790597,12390
Karnataka,March,Week_1,955015,935772,19305102,12362
Karnataka,February,Week_4,951251,933097,18796775,12331
Karnataka,February,Week_3,948149,929800,18334627,12294
Karnataka,February,Week_2,945270,927150,17956031,12265
Karnataka,February,Week_1,942518,924304,17516945,12236
Karnataka,January,Week_5,939387,921122,17033930,12217
Karnataka,January,Week_4,937933,919503,16816459,12209
Karnataka,January,Week_3,934252,914492,16306608,12187
Karnataka,January,Week_2,929960,909058,15705129,12155
Karnataka,January,Week_1,924898,903629,14918254,12131
Karnataka,December,Week_5,919496,896116,14078158,12090
Karnataka,December,Week_4,916909,892273,13772451,12070
Karnataka,December,Week_3,910241,884205,13121419,12016
Karnataka,December,Week_2,902240,874202,12420213,11954
Karnataka,December,Week_1,894004,857351,11789715,11867
Karnataka,November,Week_5,884897,849821,11101633,11778
Karnataka,November,Week_4,882608,846082,10914872,11750
Karnataka,November,Week_3,871342,834968,10106474,11641
Karnataka,November,Week_2,860082,820590,9392474,11508
Karnataka,November,Week_1,844147,799439,8620970,11369
Kerala,October,Week_5,4968657,4857181,37886378,31681
Kerala,October,Week_4,4946341,4836928,37678830,30685
Kerala,October,Week_3,4888523,4779228,37134170,27202
Kerala,October,Week_2,4829944,4706856,36570157,26667
Kerala,October,Week_1,4763695,4618408,35972962,25952
Kerala,September,Week_5,4680858,4512662,35315678,25087
Kerala,September,Week_4,4652783,4478042,35121413,24810
Kerala,September,Week_3,4539926,4354264,34374432,23897
Kerala,September,Week_2,4406365,4184158,33597459,22779
Kerala,September,Week_1,4253298,3993877,32670564,21820
Kerala,August,Week_5,4057233,3817004,31552681,20788
Kerala,August,Week_4,3977572,3751666,31123643,20466
Kerala,August,Week_3,3803903,3605480,30170011,19428
Kerala,August,Week_2,3671541,3472278,29334981,18499
Kerala,August,Week_1,3533918,3337579,28379940,17654
Kerala,July,Week_5,3390761,3208969,27217010,16781
Kerala,July,Week_4,3327301,3160804,26733694,16457
Kerala,July,Week_3,3205197,3059441,25718672,15618
Kerala,July,Week_2,3103310,2970175,24804801,14938
Kerala,July,Week_1,3011694,2889186,23918742,14108
Kerala,June,Week_5,2924166,2809587,23073669,13236
Kerala,June,Week_4,2896958,2787496,22809717,12990
Kerala,June,Week_3,2816844,2704554,22039227,12155
Kerala,June,Week_2,2735959,2610368,21289498,11343
Kerala,June,Week_1,2642396,2483992,20578167,10158
Kerala,May,Week_5,2526580,2310043,19795928,8816
Kerala,May,Week_4,2470873,2224405,19440287,8258
Kerala,May,Week_3,2293633,1979919,18555023,6995
Kerala,May,Week_2,2085584,1636790,17689727,6244
Kerala,May,Week_1,1824857,1416177,16760815,5683
Kerala,April,Week_5,1571184,1261801,15799524,5309
Kerala,April,Week_4,1495378,1223185,15492489,5212
Kerala,April,Week_3,1295060,1154102,14593000,5001
Kerala,April,Week_2,1189176,1125775,13952957,4837
Kerala,April,Week_1,1144595,1108078,13514740,4711
Kerala,March,Week_5,1124585,1094404,13158864,4622
Kerala,March,Week_4,1117994,1088522,13013503,4580
Kerala,March,Week_3,1104229,1074805,12661721,4496
Kerala,March,Week_2,1091271,1057097,12291194,4397
Kerala,March,Week_1,1077328,1031865,11892875,4301
Kerala,February,Week_4,1059404,1005497,11476284,4198
Kerala,February,Week_3,1034658,971975,11030136,4090
Kerala,February,Week_2,1004136,936398,10588079,3986
Kerala,February,Week_1,968439,896668,10096326,3868
Kerala,January,Week_5,929179,854206,9625913,3744
Kerala,January,Week_4,911363,835046,9459221,3683
Kerala,January,Week_3,870530,796986,9090900,3546
Kerala,January,Week_2,831260,761154,8688585,3393
Kerala,January,Week_1,795934,728059,8285394,3235
Kerala,December,Week_5,760934,692480,7911934,3073
Kerala,December,Week_4,743564,676368,7727986,2991
Kerala,December,Week_3,709293,645779,7382223,2844
Kerala,December,Week_2,672038,611600,6999865,2648
Kerala,December,Week_1,639665,577616,6642364,2442
Kerala,November,Week_5,602983,538713,6262476,2245
Kerala,November,Week_4,593958,526797,6178012,2197
Kerala,November,Week_3,557442,488437,5809226,2023
Kerala,November,Week_2,520418,441523,5426841,1849
Kerala,November,Week_1,480670,395624,5049635,1669
Ladakh,October,Week_1,20843,20578,578704,208
Ladakh,October,Week_2,20867,20615,547678,208
Ladakh,October,Week_3,20896,20645,552127,208
Ladakh,October,Week_4,20930,20673,554245,208
Ladakh,October,Week_5,20962,20687,555568,208
Ladakh,September,Week_5,20803,20528,537474,207
Ladakh,September,Week_4,20788,20487,535813,207
Ladakh,September,Week_3,20743,20392,527051,207
Ladakh,September,Week_2,20616,20373,515091,207
Ladakh,August,Week_5,20560,20284,493631,207
Ladakh,September,Week_1,20593,20338,504959,207
Ladakh,July,Week_4,20320,20049,429261,207
Ladakh,July,Week_5,20338,20075,435897,207
Ladakh,August,Week_1,20385,20113,450438,207
Ladakh,August,Week_2,20445,20158,463744,207
Ladakh,August,Week_3,20491,20216,476092,207
Ladakh,August,Week_4,20544,20265,487963,207
Ladakh,July,Week_3,20282,19985,409345,206
Ladakh,July,Week_2,20231,19912,392938,206
Ladakh,July,Week_1,20143,19756,376389,204
Ladakh,June,Week_3,19838,19271,322895,202
Ladakh,June,Week_4,20022,19512,347244,202
Ladakh,June,Week_5,20073,19592,355634,202
Ladakh,June,Week_2,19611,18841,300315,198
Ladakh,June,Week_1,19258,18052,280494,195
Ladakh,May,Week_5,18662,16859,262237,189
Ladakh,May,Week_4,18310,16517,254875,187
Ladakh,May,Week_3,17146,15374,239407,173
Ladakh,May,Week_2,16156,14439,228133,163
Ladakh,May,Week_1,15023,13471,212898,152
Ladakh,April,Week_5,13969,12376,200311,143
Ladakh,April,Week_4,13758,11937,197926,139
Ladakh,April,Week_3,12739,10630,110068,134
Ladakh,April,Week_2,11278,10095,110068,132
Ladakh,March,Week_5,10157,9771,110068,130
Ladakh,March,Week_4,9974,9736,110068,130
Ladakh,March,Week_3,9908,9704,110068,130
Ladakh,March,Week_2,9847,9686,110068,130
Ladakh,March,Week_1,9831,9657,110068,130
Ladakh,April,Week_1,10412,9836,110068,130
Ladakh,February,Week_4,9818,9635,110068,130
Ladakh,January,Week_5,9720,9523,110068,130
Ladakh,February,Week_1,9747,9545,110068,130
Ladakh,February,Week_2,9767,9592,110068,130
Ladakh,February,Week_3,9786,9617,110068,130
Ladakh,January,Week_3,9673,9471,110068,129
Ladakh,January,Week_4,9705,9513,110068,129
Ladakh,January,Week_2,9646,9404,110068,128
Ladakh,December,Week_5,9466,9143,105617,127
Ladakh,January,Week_1,9600,9258,107808,127
Ladakh,December,Week_4,9411,9087,104632,126
Ladakh,December,Week_3,9286,8852,102480,125
Ladakh,December,Week_2,9166,8426,100634,123
Ladakh,December,Week_1,8896,8012,97308,121
Ladakh,November,Week_5,8415,7489,93077,117
Ladakh,November,Week_4,8328,7327,92542,116
Ladakh,November,Week_3,7866,6856,88444,98
Ladakh,November,Week_2,7356,6289,84939,89
Ladakh,November,Week_1,6790,5894,80291,80
Lakshadweep,October,Week_5,10365,10270,263541,51
Lakshadweep,October,Week_4,10365,10270,262973,51
Lakshadweep,October,Week_3,10365,10270,261103,51
Lakshadweep,October,Week_2,10365,10268,259369,51
Lakshadweep,October,Week_1,10364,10267,257294,51
Lakshadweep,September,Week_5,10361,10265,254795,51
Lakshadweep,September,Week_4,10361,10263,254296,51
Lakshadweep,September,Week_3,10360,10257,249248,51
Lakshadweep,September,Week_2,10353,10255,246073,51
Lakshadweep,September,Week_1,10348,10250,243275,51
Lakshadweep,August,Week_5,10347,10223,239524,51
Lakshadweep,August,Week_4,10336,10215,238262,51
Lakshadweep,August,Week_3,10308,10191,233860,51
Lakshadweep,August,Week_2,10285,10153,229686,51
Lakshadweep,August,Week_1,10247,10093,225009,50
Lakshadweep,July,Week_5,10189,10015,217949,50
Lakshadweep,July,Week_4,10155,9989,215263,50
Lakshadweep,July,Week_3,10093,9933,208680,49
Lakshadweep,July,Week_2,10036,9851,202487,49
Lakshadweep,July,Week_1,9965,9631,193868,49
Lakshadweep,June,Week_5,9770,9372,181741,48
Lakshadweep,June,Week_4,9715,9333,178433,48
Lakshadweep,June,Week_3,9471,9069,168498,46
Lakshadweep,June,Week_2,9236,8637,158631,44
Lakshadweep,June,Week_1,8775,7857,147208,41
Lakshadweep,May,Week_5,8077,6216,134616,33
Lakshadweep,May,Week_4,7542,5378,126221,29
Lakshadweep,May,Week_3,6101,4228,108986,22
Lakshadweep,May,Week_2,4568,3374,95371,13
Lakshadweep,May,Week_1,3629,2477,87650,9
